time_seconds,time,speed
1328,0:22:08,1
1328,0:22:08,1
1329,0:22:09,1
1329,0:22:09,1
1329,0:22:09,1
1329,0:22:09,1
1329,0:22:09,1
1329,0:22:09,1
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1329,0:22:09,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
1330,0:22:10,0
